Sample collection date,Tester,Site type,Name of Sampling Location,SARS-CoV-2 Detected,7 day average of SARS-CoV-2 concentration,Number of samples in the last 7 days,Units (measuring concentration),City of sampling location,State of sampling location,County of sampling location,Date data last updated
8/2/22,BioBot,Municipal,MWRA Southern,Detected,622715.5143,7,copies/L,Winthrop,MA,Suffolk,1/5/23
5/28/22,BioBot,Municipal,MWRA Southern,Detected,877635.0933,7,copies/L,Winthrop,MA,Suffolk,1/5/23
8/7/21,BioBot,Municipal,MWRA Southern,Detected,351181.9651,7,copies/L,Winthrop,MA,Suffolk,1/5/23
11/30/22,BioBot,Municipal,Upper Blackstone Clean Water,Detected,1538228.971,4,copies/L,Worcester,MA,Worcester,1/5/23
10/2/21,BioBot,Municipal,MWRA Northern,Detected,320711.4607,7,copies/L,Winthrop,MA,Suffolk,1/5/23
8/4/22,BioBot,Municipal,MWRA Southern,Detected,645582.9844,7,copies/L,Winthrop,MA,Suffolk,1/5/23
11/23/21,BioBot,Municipal,MWRA Northern,Detected,595111.2523,7,copies/L,Winthrop,MA,Suffolk,1/5/23
11/17/22,BioBot,Municipal,MWRA Northern,Detected,413009.5176,7,copies/L,Winthrop,MA,Suffolk,1/5/23
8/10/22,BioBot,Municipal,Uxbridge WWTF,Detected,697712.0486,3,copies/L,Uxbridge,MA,Worcester,1/5/23
9/12/22,BioBot,Municipal,MWRA Northern,Detected,627746.2004,7,copies/L,Winthrop,MA,Suffolk,1/5/23
12/13/22,BioBot,Municipal,MWRA Northern,Detected,1186385.975,7,copies/L,Winthrop,MA,Suffolk,1/5/23
4/13/22,BioBot,Municipal,MWRA Northern,Detected,502583.7384,7,copies/L,Winthrop,MA,Suffolk,1/5/23
5/18/22,BioBot,Municipal,Upper Blackstone Clean Water,Detected,1322996.095,4,copies/L,Worcester,MA,Worcester,1/5/23
2/8/21,BioBot,Municipal,MWRA Northern,Detected,352708.7493,6,copies/L,Winthrop,MA,Suffolk,1/5/23
2/8/21,BioBot,Municipal,MWRA Northern,Detected,352295.6711,6,copies/L,Winthrop,MA,Suffolk,1/5/23
10/26/22,BioBot,Municipal,New Bedford WWTF,Detected,558439.7166,2,copies/L,New Bedford,MA,Bristol,1/5/23
12/4/21,BioBot,Municipal,MWRA Northern,Detected,1132009.758,7,copies/L,Winthrop,MA,Suffolk,1/5/23
4/20/22,BioBot,Municipal,Plymouth Headworks Influent,Detected,525870.3044,4,copies/L,Plymouth,MA,Plymouth,1/5/23
3/18/22,BioBot,Municipal,MWRA Southern,Detected,138323.6218,7,copies/L,Winthrop,MA,Suffolk,1/5/23
11/30/20,BioBot,Municipal,MWRA Southern,Detected,692276.6717,7,copies/L,Winthrop,MA,Suffolk,1/5/23
5/25/21,BioBot,Municipal,MWRA Southern,Detected,59334.02251,7,copies/L,Winthrop,MA,Suffolk,1/5/23
10/24/22,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,1315739.805,4,copies/L,North Andover,MA,Essex,1/5/23
8/8/21,BioBot,Municipal,MWRA Northern,Detected,313973.5013,7,copies/L,Winthrop,MA,Suffolk,1/5/23
7/24/20,BioBot,Municipal,MWRA Southern,Detected,27202.15721,7,copies/L,Winthrop,MA,Suffolk,1/5/23
7/20/21,BioBot,Municipal,Provincetown Treatment Plant,Detected,403873.6578,3,copies/L,Provincetown,MA,Barnstable,1/5/23
12/5/20,BioBot,Municipal,MWRA Southern,Detected,763945.0395,7,copies/L,Winthrop,MA,Suffolk,1/5/23
3/13/22,BioBot,Municipal,MWRA Northern,Detected,114729.6293,7,copies/L,Winthrop,MA,Suffolk,1/5/23
8/16/22,BioBot,Municipal,Brockton/ Abington,Detected,1123923.763,4,copies/L,Brockton,MA,Plymouth,1/5/23
4/30/22,BioBot,Municipal,South Hadley Div. of WPC,Detected,668060.5033,4,copies/L,Chicopee,MA,Hampden,1/5/23
5/9/22,BioBot,Municipal,Upper Blackstone Clean Water,Detected,1147258.091,4,copies/L,Worcester,MA,Worcester,1/5/23
4/28/21,BioBot,Municipal,MWRA Southern,Detected,233606.0356,7,copies/L,Winthrop,MA,Suffolk,1/5/23
10/20/22,BioBot,Municipal,Hull WWTF,Detected,2852909.771,3,copies/L,Hull,MA,Plymouth,1/5/23
5/3/22,BioBot,Municipal,Brockton/ Abington,Detected,600817.8684,4,copies/L,Brockton,MA,Plymouth,1/5/23
8/30/22,BioBot,Municipal,Wareham WPCF,Detected,1003313.097,4,copies/L,Wareham,MA,Plymouth,1/5/23
10/19/22,BioBot,Municipal,Wareham WPCF,Detected,1643482.552,4,copies/L,Wareham,MA,Plymouth,1/5/23
6/1/22,BioBot,Municipal,Wareham WPCF,Detected,1090238.637,3,copies/L,Wareham,MA,Plymouth,1/5/23
9/16/21,BioBot,Municipal,MWRA Northern,Detected,300504.9372,7,copies/L,Winthrop,MA,Suffolk,1/5/23
6/20/21,BioBot,Municipal,MWRA Northern,Detected,12996.89911,7,copies/L,Winthrop,MA,Suffolk,1/5/23
10/12/21,BioBot,Municipal,Upper Blackstone Clean Water,Detected,856691.377,3,copies/L,Worcester,MA,Worcester,1/5/23
8/6/21,BioBot,Municipal,Provincetown Treatment Plant,Detected,259946.3207,5,copies/L,Provincetown,MA,Barnstable,1/5/23
8/6/21,BioBot,Municipal,Provincetown Treatment Plant,Detected,494610.7455,5,copies/L,Provincetown,MA,Barnstable,1/5/23
8/6/21,BioBot,Municipal,Provincetown Treatment Plant,Detected,233510.1548,5,copies/L,Provincetown,MA,Barnstable,1/5/23
8/6/21,BioBot,Municipal,Provincetown Treatment Plant,Detected,266459.6995,5,copies/L,Provincetown,MA,Barnstable,1/5/23
12/8/22,BioBot,Municipal,Amherst WWTP,Detected,1650422.565,4,copies/L,Hadley,MA,Hampshire,1/5/23
5/17/22,BioBot,Municipal,Brockton/ Abington,Detected,980225.3634,4,copies/L,Brockton,MA,Plymouth,1/5/23
10/31/20,BioBot,Municipal,MWRA Northern,Detected,153258.4689,7,copies/L,Winthrop,MA,Suffolk,1/5/23
7/27/22,BioBot,Municipal,Fitchburg Public Works,Detected,1243169.642,4,copies/L,Fitchburg,MA,Worcester,1/5/23
8/9/22,BioBot,Municipal,MWRA Northern,Detected,456998.5667,7,copies/L,Winthrop,MA,Suffolk,1/5/23
8/29/21,BioBot,Municipal,MWRA Southern,Detected,376166.0687,7,copies/L,Winthrop,MA,Suffolk,1/5/23
8/23/22,BioBot,Municipal,Brockton/ Abington,Detected,1371288.828,4,copies/L,Brockton,MA,Plymouth,1/5/23
8/30/22,BioBot,Municipal,MWRA Southern,Detected,527833.023,7,copies/L,Winthrop,MA,Suffolk,1/5/23
11/7/22,BioBot,Municipal,Fall River WWTP,Detected,736569.9873,5,copies/L,Fall River,MA,Bristol,1/5/23
8/26/22,BioBot,Municipal,MWRA Northern,Detected,416008.3486,7,copies/L,Winthrop,MA,Suffolk,1/5/23
8/9/22,BioBot,Municipal,MWRA Southern,Detected,533069.3755,7,copies/L,Winthrop,MA,Suffolk,1/5/23
4/9/21,BioBot,Municipal,MWRA Northern,Detected,261453.8158,7,copies/L,Winthrop,MA,Suffolk,1/5/23
12/22/22,BioBot,Municipal,South Hadley Div. of WPC,Detected,935607.8062,5,copies/L,Chicopee,MA,Hampden,1/5/23
8/13/22,BioBot,Municipal,MWRA Northern,Detected,509093.3339,7,copies/L,Winthrop,MA,Suffolk,1/5/23
7/18/22,BioBot,Municipal,Fall River WWTP,Detected,393318.5071,6,copies/L,Fall River,MA,Bristol,1/5/23
6/2/20,BioBot,Municipal,MWRA Northern,Detected,54398.11721,6,copies/L,Winthrop,MA,Suffolk,1/5/23
8/27/22,BioBot,Municipal,MWRA Southern,Detected,555682.5304,7,copies/L,Winthrop,MA,Suffolk,1/5/23
4/24/21,BioBot,Municipal,MWRA Southern,Detected,257323.9472,7,copies/L,Winthrop,MA,Suffolk,1/5/23
10/20/22,BioBot,Municipal,Fitchburg Public Works,Detected,1157634.182,4,copies/L,Fitchburg,MA,Worcester,1/5/23
3/1/22,BioBot,Municipal,MWRA Southern,Detected,97392.24984,7,copies/L,Winthrop,MA,Suffolk,1/5/23
4/14/22,BioBot,Municipal,MWRA Southern,Detected,538983.13,7,copies/L,Winthrop,MA,Suffolk,1/5/23
4/16/22,BioBot,Municipal,MWRA Northern,Detected,640285.54,7,copies/L,Winthrop,MA,Suffolk,1/5/23
11/22/20,BioBot,Municipal,MWRA Southern,Detected,343343.4928,7,copies/L,Winthrop,MA,Suffolk,1/5/23
6/2/22,BioBot,Municipal,MWRA Northern,Detected,1014376.147,7,copies/L,Winthrop,MA,Suffolk,1/5/23
3/12/21,BioBot,Municipal,MWRA Northern,Detected,248139.1732,7,copies/L,Winthrop,MA,Suffolk,1/5/23
11/30/20,BioBot,Municipal,MWRA Northern,Detected,551576.0538,7,copies/L,Winthrop,MA,Suffolk,1/5/23
8/2/22,BioBot,Municipal,Fall River WWTP,Detected,576311.8612,5,copies/L,Fall River,MA,Bristol,1/5/23
12/2/22,BioBot,Municipal,MWRA Southern,Detected,1071827.531,7,copies/L,Winthrop,MA,Suffolk,1/5/23
1/6/21,BioBot,Municipal,MWRA Southern,Detected,998837.9498,7,copies/L,Winthrop,MA,Suffolk,1/5/23
12/9/22,BioBot,Municipal,Amherst WWTP,Detected,1218529.77,4,copies/L,Hadley,MA,Hampshire,1/5/23
12/13/21,BioBot,Municipal,Haverhill WWTP,Detected,2264205.908,3,copies/L,Haverhill,MA,Essex,1/5/23
5/10/22,BioBot,Municipal,MWRA Southern,Detected,886398.6103,7,copies/L,Winthrop,MA,Suffolk,1/5/23
7/12/22,BioBot,Municipal,Haverhill WWTP,Detected,2415574.014,4,copies/L,Haverhill,MA,Essex,1/5/23
8/6/20,BioBot,Municipal,MWRA Southern,Detected,70386.7672,5,copies/L,Winthrop,MA,Suffolk,1/5/23
12/15/20,BioBot,Municipal,MWRA Northern,Detected,935059.533,7,copies/L,Winthrop,MA,Suffolk,1/5/23
9/26/22,BioBot,Municipal,Upper Blackstone Clean Water,Detected,1985017.008,3,copies/L,Worcester,MA,Worcester,1/5/23
3/27/22,BioBot,Municipal,MWRA Northern,Detected,215035.4527,7,copies/L,Winthrop,MA,Suffolk,1/5/23
8/24/21,BioBot,Municipal,MWRA Southern,Detected,215240.3803,7,copies/L,Winthrop,MA,Suffolk,1/5/23
9/25/22,BioBot,Municipal,MWRA Southern,Detected,954119.1653,7,copies/L,Winthrop,MA,Suffolk,1/5/23
6/17/20,BioBot,Municipal,MWRA Southern,Detected,36932.21445,7,copies/L,Winthrop,MA,Suffolk,1/5/23
4/12/22,BioBot,Municipal,MWRA Northern,Detected,494364.2441,7,copies/L,Winthrop,MA,Suffolk,1/5/23
11/5/20,BioBot,Municipal,MWRA Northern,Detected,225790.2904,7,copies/L,Winthrop,MA,Suffolk,1/5/23
4/17/22,BioBot,Municipal,MWRA Northern,Detected,677010.8453,7,copies/L,Winthrop,MA,Suffolk,1/5/23
8/17/22,BioBot,Municipal,Fall River WWTP,Detected,530750.5478,5,copies/L,Fall River,MA,Bristol,1/5/23
11/15/22,BioBot,Municipal,Haverhill WWTP,Detected,1056185.703,4,copies/L,Haverhill,MA,Essex,1/5/23
10/25/21,BioBot,Municipal,Provincetown Treatment Plant,Detected,114078.556,7,copies/L,Provincetown,MA,Barnstable,1/5/23
6/6/22,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,1286971.22,4,copies/L,North Andover,MA,Essex,1/5/23
3/21/22,BioBot,Municipal,MWRA Southern,Detected,140800.7643,7,copies/L,Winthrop,MA,Suffolk,1/5/23
3/29/22,BioBot,Municipal,MWRA Northern,Detected,232542.3332,7,copies/L,Winthrop,MA,Suffolk,1/5/23
11/2/22,BioBot,Municipal,Fall River WWTP,Detected,614450.8438,4,copies/L,Fall River,MA,Bristol,1/5/23
7/12/22,BioBot,Municipal,MWRA Southern,Detected,626867.3171,7,copies/L,Winthrop,MA,Suffolk,1/5/23
7/25/21,BioBot,Municipal,Provincetown Treatment Plant,Detected,1178605.66,7,copies/L,Provincetown,MA,Barnstable,1/5/23
8/19/21,BioBot,Municipal,Provincetown Treatment Plant,Detected,1101273.901,7,copies/L,Provincetown,MA,Barnstable,1/5/23
9/15/21,BioBot,Municipal,MWRA Southern,Detected,295392.9899,7,copies/L,Winthrop,MA,Suffolk,1/5/23
3/24/22,BioBot,Municipal,Hull WWTF,Detected,150581.8742,3,copies/L,Hull,MA,Plymouth,1/5/23
1/26/21,BioBot,Municipal,MWRA Northern,Detected,614438.8562,7,copies/L,Winthrop,MA,Suffolk,1/5/23
7/16/22,BioBot,Municipal,MWRA Northern,Detected,687412.0542,7,copies/L,Winthrop,MA,Suffolk,1/5/23
8/29/22,BioBot,Municipal,Fall River WWTP,Detected,337065.1481,5,copies/L,Fall River,MA,Bristol,1/5/23
4/22/21,BioBot,Municipal,MWRA Northern,Detected,171100.5993,6,copies/L,Winthrop,MA,Suffolk,1/5/23
4/22/21,BioBot,Municipal,MWRA Northern,Detected,176283.306,6,copies/L,Winthrop,MA,Suffolk,1/5/23
4/22/21,BioBot,Municipal,MWRA Northern,Detected,176684.718,6,copies/L,Winthrop,MA,Suffolk,1/5/23
4/22/21,BioBot,Municipal,MWRA Northern,Detected,181867.4248,6,copies/L,Winthrop,MA,Suffolk,1/5/23
